职位名称,公司名称,工作地点,薪资,工作经验,学历要求
Java开发工程师（2026届）,广州市品高软件股份有限公司,广州·黄埔·联和,1-1.5万,无经验,本科
Java开发工程师（2026届）,广州市品高软件股份有限公司,广州·黄埔·联和,1-1.5万,无经验,本科
java后端工程师,北京京孚信息技术有限公司,北京·东城·和平里,1.8-2万,经验不限,本科
java后端工程师,北京京孚信息技术有限公司,北京·东城·和平里,1.8-2万,经验不限,本科
JAVA开发（全程电话面试，谈妥即发Offer，不出差，双休）,软通动力信息技术(集团)股份有限公司,东莞·寮步镇,1-1.5万,3-5年,本科
JAVA开发（全程电话面试，谈妥即发Offer，不出差，双休）,软通动力信息技术(集团)股份有限公司,东莞·寮步镇,1-1.5万,3-5年,本科
java开发工程师,南京畅淼科技有限责任公司,南京·江宁·秣陵,9000-15000元,3-5年,本科
java开发工程师,南京畅淼科技有限责任公司,南京·江宁·秣陵,9000-15000元,3-5年,本科
Java开发（人力资源领域系统、用友BIP）,大展信息科技(深圳)有限公司,深圳·南山·招商,1.5-1.7万,3-5年,本科
Java开发（人力资源领域系统、用友BIP）,大展信息科技(深圳)有限公司,深圳·南山·招商,1.5-1.7万,3-5年,本科
高级Java开发（英语口语流利）,上海微创软件股份有限公司,深圳·福田·梅林,2-4万,5-10年,本科
高级Java开发（英语口语流利）,上海微创软件股份有限公司,深圳·福田·梅林,2-4万,5-10年,本科
高级java工程师,南京华合信息科技有限公司,南京·鼓楼·中央门,1-1.3万·13薪,3-5年,本科
高级java工程师,南京华合信息科技有限公司,南京·鼓楼·中央门,1-1.3万·13薪,3-5年,本科
java开发工程师（财务、招标采购系统）,大展信息科技(深圳)有限公司,深圳·南山·招商,1.3-1.4万,3-5年,本科
java开发工程师（财务、招标采购系统）,大展信息科技(深圳)有限公司,深圳·南山·招商,1.3-1.4万,3-5年,本科
服体大模型-资深Java开发工程师,北京三快在线科技有限公司,北京·朝阳·大屯,面议,3-5年,本科
服体大模型-资深Java开发工程师,北京三快在线科技有限公司,北京·朝阳·大屯,面议,3-5年,本科
java开发-零跑,润和软件,杭州·滨江·西兴,9000-13000元,3-5年,本科
java开发-零跑,润和软件,杭州·滨江·西兴,9000-13000元,3-5年,本科
java后端开发+13薪,四川跃晟网络科技有限公司,成都·金牛·抚琴,7000-14000元,3-5年,大专
java后端开发+13薪,四川跃晟网络科技有限公司,成都·金牛·抚琴,7000-14000元,3-5年,大专
java后端开发+13薪,四川跃晟网络科技有限公司,成都·金牛·抚琴,7000-14000元,3-5年,大专
java后端开发+13薪,四川跃晟网络科技有限公司,成都·金牛·抚琴,7000-14000元,3-5年,大专
闪购-高级Java开发工程师（供应链执行方向）,北京三快在线科技有限公司,成都,面议,1-3年,本科
闪购-高级Java开发工程师（供应链执行方向）,北京三快在线科技有限公司,成都,面议,1-3年,本科
中高级java开发工程师,深圳市睿服科技有限公司,广州·黄埔·联和,9000-13000元,3-5年,大专
中高级java开发工程师,深圳市睿服科技有限公司,广州·黄埔·联和,9000-13000元,3-5年,大专
java软件开发工程师,河北清能蓝海科技有限公司,石家庄·桥西·西里,4000-7000元,3-5年,本科
java软件开发工程师,河北清能蓝海科技有限公司,石家庄·桥西·西里,4000-7000元,3-5年,本科
高级java工程师,鑫锡软件(朝阳)有限公司,北京·朝阳·建外,1.5-2万,5-10年,本科
高级java工程师,鑫锡软件(朝阳)有限公司,北京·朝阳·建外,1.5-2万,5-10年,本科
JAVA开发工程师,南京冠颖科技有限公司,南京·建邺·沙洲,9000-11000元,1-3年,本科
JAVA开发工程师,南京冠颖科技有限公司,南京·建邺·沙洲,9000-11000元,1-3年,本科
Delphi和Java程序员,晋江市赛菲奴体育用品有限公司,泉州·晋江市·陈埭镇,5000-10000元,1-3年,学历不限
Delphi和Java程序员,晋江市赛菲奴体育用品有限公司,泉州·晋江市·陈埭镇,5000-10000元,1-3年,学历不限
java后端开发系统工程师,江苏蕴蓝信息科技有限公司,南京·江宁·秣陵,250-500元,1-3年,大专
java后端开发系统工程师,江苏蕴蓝信息科技有限公司,南京·江宁·秣陵,250-500元,1-3年,大专
Java开发工程师,北京果然世界科技有限公司,北京·朝阳·酒仙桥,1-2万,3-5年,本科
Java开发工程师,北京果然世界科技有限公司,北京·朝阳·酒仙桥,1-2万,3-5年,本科
java软件开发工程师,中电智维(上海)科技有限公司,无锡·新吴·新安,8000-16000元,5-10年,本科
java软件开发工程师,中电智维(上海)科技有限公司,无锡·新吴·新安,8000-16000元,5-10年,本科
Keemart用户增长-广告外投Java开发,北京三快在线科技有限公司,北京,面议,1-3年,本科
Keemart用户增长-广告外投Java开发,北京三快在线科技有限公司,北京,面议,1-3年,本科
java后端工程师(双休）,南京莱克贝尔信息技术有限公司,南京·秦淮·光华路,9000-16000元·14薪,1-3年,本科
java后端工程师(双休）,南京莱克贝尔信息技术有限公司,南京·秦淮·光华路,9000-16000元·14薪,1-3年,本科
java开发工程师（2026应届）,北京京杭天丽科技有限公司,北京·朝阳,1-1.5万,无经验,本科
java开发工程师（2026应届）,北京京杭天丽科技有限公司,北京·朝阳,1-1.5万,无经验,本科
闪购-高级Java开发工程师（供应链执行方向）,北京三快在线科技有限公司,北京·朝阳·望京,面议,1-3年,本科
闪购-高级Java开发工程师（供应链执行方向）,北京三快在线科技有限公司,北京·朝阳·望京,面议,1-3年,本科
Java软件开发工程师/助理+可小白+双休不加班,邯郸市丛台区圣誉文化传媒有限公司,北京·海淀·上地,1.3-1.6万·13薪,经验不限,本科
Java软件开发工程师/助理+可小白+双休不加班,邯郸市丛台区圣誉文化传媒有限公司,北京·海淀·上地,1.3-1.6万·13薪,经验不限,本科
中级java开发工程师（双休）,南京莱克贝尔信息技术有限公司,南京·秦淮·光华路,1.2-2万·14薪,3-5年,本科
中级java开发工程师（双休）,南京莱克贝尔信息技术有限公司,南京·秦淮·光华路,1.2-2万·14薪,3-5年,本科
业务系统平台-Java开发工程师（服务零售供应链方向）,北京三快在线科技有限公司,上海,面议,1-3年,本科
业务系统平台-Java开发工程师（服务零售供应链方向）,北京三快在线科技有限公司,上海,面议,1-3年,本科
中级java软件开发工程师（驻场浦发）,赞同科技股份有限公司,成都·成华·跳蹬河,1.2-1.6万,3-5年,本科
中级java软件开发工程师（驻场浦发）,赞同科技股份有限公司,成都·成华·跳蹬河,1.2-1.6万,3-5年,本科
Java开发（驻场农信-长期稳定）,长亮科技,哈尔滨·松北·松北街道,1-1.2万,5-10年,本科
Java开发（驻场农信-长期稳定）,长亮科技,哈尔滨·松北·松北街道,1-1.2万,5-10年,本科
数据库生态-高级Java开发工程师,北京三快在线科技有限公司,北京,面议,1-3年,本科
数据库生态-高级Java开发工程师,北京三快在线科技有限公司,北京,面议,1-3年,本科
北京信java开发工程师,临沂欧飞基因科技有限公司,北京·海淀·龙泽园,1.6-1.9万·13薪,经验不限,高中
北京信java开发工程师,临沂欧飞基因科技有限公司,北京·海淀·龙泽园,1.6-1.9万·13薪,经验不限,高中
北京信java开发工程师,临沂欧飞基因科技有限公司,北京·海淀·龙泽园,1.6-1.9万·13薪,经验不限,高中
北京信java开发工程师,临沂欧飞基因科技有限公司,北京·海淀·龙泽园,1.6-1.9万·13薪,经验不限,高中
Java开发工程师（短期1个月）,杭州银兴惠丰科技有限公司,南京·建邺·沙洲,1-1.4万,3-5年,大专
Java开发工程师（短期1个月）,杭州银兴惠丰科技有限公司,南京·建邺·沙洲,1-1.4万,3-5年,大专
财务科技-Java高级工程师(资金流动性方向),北京三快在线科技有限公司,北京,面议,3-5年,本科
财务科技-Java高级工程师(资金流动性方向),北京三快在线科技有限公司,北京,面议,3-5年,本科
高级java工程师（双休+五险+工作餐）,广西阿泰信息科技有限公司,南宁·西乡塘·心圩,1.2-1.5万,5-10年,本科
高级java工程师（双休+五险+工作餐）,广西阿泰信息科技有限公司,南宁·西乡塘·心圩,1.2-1.5万,5-10年,本科
Java,连云港北溪达网络科技有限公司,青岛·黄岛·辛安,1-1.4万,5-10年,大专
Java,连云港北溪达网络科技有限公司,青岛·黄岛·辛安,1-1.4万,5-10年,大专
交易系统平台部-拼好饭用户方向-高级Java开发工程师,北京三快在线科技有限公司,北京,面议,3-5年,本科
交易系统平台部-拼好饭用户方向-高级Java开发工程师,北京三快在线科技有限公司,北京,面议,3-5年,本科
中高级java开发-线上面试,北京神州数字科技有限公司,合肥·包河·烟墩,1-1.6万·13薪,3-5年,本科
中高级java开发-线上面试,北京神州数字科技有限公司,合肥·包河·烟墩,1-1.6万·13薪,3-5年,本科
java高级工程师,上海度特信息科技有限公司,上海·闵行·新虹,1.4-1.7万,5-10年,大专
java高级工程师,上海度特信息科技有限公司,上海·闵行·新虹,1.4-1.7万,5-10年,大专
Java开发工程师,上海外服(武汉)人力资源服务有限公司,武汉·洪山·九峰,9000-12000元,5-10年,本科
Java开发工程师,上海外服(武汉)人力资源服务有限公司,武汉·洪山·九峰,9000-12000元,5-10年,本科
蚂蚁-Java开发工程师,广州欢创信息咨询有限公司,杭州·西湖·翠苑,1.5-3万·15薪,1-3年,本科
蚂蚁-Java开发工程师,广州欢创信息咨询有限公司,杭州·西湖·翠苑,1.5-3万·15薪,1-3年,本科
中级java工程师-银行驻场-薪资不打折,上海汉朔信息科技有限公司,合肥·包河·大圩,1.2-1.3万,3-5年,本科
中级java工程师-银行驻场-薪资不打折,上海汉朔信息科技有限公司,合肥·包河·大圩,1.2-1.3万,3-5年,本科
JAVA开发工程师（物联网）,阳光智园科技有限公司,北京·朝阳·东湖,1.8-2.5万,5-10年,本科
JAVA开发工程师（物联网）,阳光智园科技有限公司,北京·朝阳·东湖,1.8-2.5万,5-10年,本科
java开发工程师,郑州泽贤信息技术有限公司,郑州·中原·石佛,5000-7000元,1-3年,大专
java开发工程师,郑州泽贤信息技术有限公司,郑州·中原·石佛,5000-7000元,1-3年,大专
财务科技-Java开发工程师（费控方向）,北京三快在线科技有限公司,成都,面议,1-3年,本科
财务科技-Java开发工程师（费控方向）,北京三快在线科技有限公司,成都,面议,1-3年,本科
JAVA开发工程师（线上面试，项目稳定，双休）,软通动力信息技术(集团)股份有限公司,深圳·龙岗·坂田,1-1.5万,3-5年,本科
JAVA开发工程师（线上面试，项目稳定，双休）,软通动力信息技术(集团)股份有限公司,深圳·龙岗·坂田,1-1.5万,3-5年,本科
java软件开发工程师,武汉昆仑人力资源有限公司,杭州·萧山·盈丰,1.4-1.8万,5-10年,本科
java软件开发工程师,武汉昆仑人力资源有限公司,杭州·萧山·盈丰,1.4-1.8万,5-10年,本科
java开发高级工程师,郑州泽贤信息技术有限公司,郑州·中原·石佛,6000-9000元,1-3年,本科
java开发高级工程师,郑州泽贤信息技术有限公司,郑州·中原·石佛,6000-9000元,1-3年,本科
java软件开发助理,河南锐伴传媒科技有限公司,郑州·金水·丰庆路,4000-7000元·13薪,经验不限,学历不限
java软件开发助理,河南锐伴传媒科技有限公司,郑州·金水·丰庆路,4000-7000元·13薪,经验不限,学历不限
java开发工程师,山东天易信息技术有限公司,济南·市中·杆石桥,8000-10000元,5-10年,大专
java开发工程师,山东天易信息技术有限公司,济南·市中·杆石桥,8000-10000元,5-10年,大专
软件开发工程师/JAVA开发11-16K,深圳邦芒人力资源有限公司,深圳·福田·福田街道,1.1-1.6万,3-5年,大专
软件开发工程师/JAVA开发11-16K,深圳邦芒人力资源有限公司,深圳·福田·福田街道,1.1-1.6万,3-5年,大专
Java开发（统招本科-学信网可以查）,北京青钱信息技术有限公司,北京·丰台·太平桥,1.4-1.5万,3-5年,本科
Java开发（统招本科-学信网可以查）,北京青钱信息技术有限公司,北京·丰台·太平桥,1.4-1.5万,3-5年,本科
Java开发（统招本科-学信网可以查）,北京青钱信息技术有限公司,北京·丰台·太平桥,1.4-1.5万,3-5年,本科
Java开发（统招本科-学信网可以查）,北京青钱信息技术有限公司,北京·丰台·太平桥,1.4-1.5万,3-5年,本科
JAVA技术支持（电话面试，双休不出差）,软通动力信息技术(集团)股份有限公司,西安·长安·王寺,1-1.3万,3-5年,本科
JAVA技术支持（电话面试，双休不出差）,软通动力信息技术(集团)股份有限公司,西安·长安·王寺,1-1.3万,3-5年,本科
中级Java工程师,北京举贤人力资源服务有限公司,南京·鼓楼·湖南路,1-1.3万,3-5年,本科
中级Java工程师,北京举贤人力资源服务有限公司,南京·鼓楼·湖南路,1-1.3万,3-5年,本科
Java开发工程师（旅游度假-供应链商品系统）,北京三快在线科技有限公司,北京,面议,1-3年,本科
Java开发工程师（旅游度假-供应链商品系统）,北京三快在线科技有限公司,北京,面议,1-3年,本科
java开发工程师,软通动力信息技术(集团)股份有限公司,武汉·洪山·花山,1-1.5万,3-5年,本科
java开发工程师,软通动力信息技术(集团)股份有限公司,武汉·洪山·花山,1-1.5万,3-5年,本科
中高级java工程师(双休+五险一金）,银雁科技服务集团,上海·徐汇·田林,1.2-1.5万,3-5年,本科
中高级java工程师(双休+五险一金）,银雁科技服务集团,上海·徐汇·田林,1.2-1.5万,3-5年,本科
闪购-高级Java开发工程师（商品方向）,北京三快在线科技有限公司,成都,面议,1-3年,本科
闪购-高级Java开发工程师（商品方向）,北京三快在线科技有限公司,成都,面议,1-3年,本科
Java开发工程师,洛阳百为智能科技有限公司,洛阳·洛龙·诸葛,7000-10000元,3-5年,本科
